"목록 버전","목록 성격","탐색 조건","ID","분류","검토 항목","관련 업종 예시","작업 조건","인원별 우선 검토 구간","적용 확인 조건","확인 질문","증빙 예시","조사 위치","공식 원문","확인한 출처 경로","출처 확인 범위","출처 확인일","검토 상태","검토자","검토일","검토 의견"
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-022","교육·훈련","소방안전관리자 교육·훈련","전 업종 공통 검토 후보","화기·가스 · 이용자·공중시설","인원만으로 제외하지 않음","소방안전관리 대상물·관리자 자격·교육 종류와 소방훈련 대상을 구분.","관리자 실무교육과 관계인·종사자 훈련을 구분했는가?
피난 계획과 실제 훈련 결과를 확인했는가?","선임·교육자료
훈련·개선 기록","소방안전관리·교육·훈련 조항 현행 대조 대기","https://www.law.go.kr/법령/화재의예방및안전관리에관한법률","https://www.law.go.kr/LSW/lsInfoP.do?chrClsCd=010202&lsId=014189&lsiSeq=253511&urlMode=lsInfoP","화재의 예방 및 안전관리에 관한 법률: 발췌 확인 · 법령명·안전관리 관련 발췌 확인. 대상물 등급·선임·교육·훈련의 현행 조건 대조 대기.","화재의 예방 및 안전관리에 관한 법률: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-023","교육·훈련","다중이용업소 소방안전교육","음식점·급식 · 숙박·목욕 · 문화·체육·여가 · 도소매·편의점 · 수리·세탁·개인서비스","이용자·공중시설","인원만으로 제외하지 않음","다중이용업소 업종·면적·층·구조와 업주/종업원별 교육 대상 확인.","영업 형태와 교육 대상자를 대조했는가?
신규·보수·수시 등 교육 사유를 구분했는가?","영업·시설 기본정보
교육 이수자료","대상 정의·교육 조항과 하위 규정 매핑 대기","https://www.law.go.kr/법령/다중이용업소의안전관리에관한특별법","https://www.law.go.kr/법령/다중이용업소의안전관리에관한특별법","다중이용업소의 안전관리에 관한 특별법: 발췌 확인 · 목적·안전시설·보험 관련 검색 발췌 확인. 면적·층·영업 형태·교육 대상과 현행 조문 매핑 대기.","다중이용업소의 안전관리에 관한 특별법: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-024","교육·훈련","식품위생교육·영업자 확인","음식점·급식 · 도소매·편의점 · 숙박·목욕 · 교육·연구 · 보건·돌봄·사회복지","","인원만으로 제외하지 않음","식품 영업종류·집단급식소 여부·교육 책임자 확인. 산안법 교육과 구분.","영업자·책임자·대상자의 교육 요건을 확인했는가?
교육 이수와 조리 종사자의 위생관리를 연결했는가?","영업·급식소 정보
위생교육 이수자료","식품위생법 제41조 및 하위 규정 조사","https://www.law.go.kr/법령/식품위생법","https://law.go.kr/LSW/lsLawLinkInfo.do?chrClsCd=010202&lsJoLnkSeq=1017622531","식품위생법: 발췌 확인 · 제41조 교육 관련 발췌 확인. 영업종류·교육 대상·건강진단·주기의 현행 원문 대조 대기.","식품위생법: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-025","교육·훈련","연구활동종사자 안전교육","교육·연구 · 제조·가공 · 보건·돌봄·사회복지 · 사무·IT·금융·전문서비스","화학물질 · 감염·생물요인","인원만으로 제외하지 않음","연구실안전법 적용 기관·연구활동·위험 등급·종사자 구분.","연구실별 교육 대상·과정·특례를 확인했는가?
실험 변경과 사고 대응 교육 이력을 연결했는가?","연구실·종사자 목록
교육 이수자료","연구실안전법 교육·훈련 및 하위 규정 조사","https://www.law.go.kr/법령/연구실안전환경조성에관한법률","https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260520&lsiSeq=283355&urlMode=lsInfoP","연구실 안전환경 조성에 관한 법률: 발췌 확인 · 적용 기관 정의 관련 발췌 확인. 연구실별 점검·교육·조직·예외 대조 대기.","연구실 안전환경 조성에 관한 법률: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-026","작업·점검","통로·바닥·계단·피난 동선","전 업종 공통 검토 후보","","인원만으로 제외하지 않음","이동·작업·이용자 동선과 실제 장애물을 확인.","젖은 바닥·적치물·단차·조명 문제를 기록했는가?
비상구·피난 통로의 사용 가능 상태를 확인했는가?","위치가 있는 점검 기록
개선 전후 사진","작업장·통로·피난 관련 조문 매핑 대기. 자체 점검 질문.","https://www.law.go.kr/법령/산업안전보건기준에관한규칙
https://www.law.go.kr/법령/화재의예방및안전관리에관한법률","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302
https://www.law.go.kr/LSW/lsInfoP.do?chrClsCd=010202&lsId=014189&lsiSeq=253511&urlMode=lsInfoP","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.
화재의 예방 및 안전관리에 관한 법률: 발췌 확인 · 법령명·안전관리 관련 발췌 확인. 대상물 등급·선임·교육·훈련의 현행 조건 대조 대기.","산업안전보건기준에 관한 규칙: 2026-09-15
화재의 예방 및 안전관리에 관한 법률: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-027","작업·점검","고소작업·개구부·사다리·작업발판","시설관리·유지보수·청소·경비 · 건설·철거·설치 · 제조·가공 · 운수·창고·배달 · 농업·임업·어업 · 전기·가스·열 공급","고소·추락","인원만으로 제외하지 않음","작업 높이뿐 아니라 작업 방법·추락 경로·설비 종류 확인.","안전한 작업 방법·발판·난간·개구부 방호를 확인했는가?
보호구·고정점·작업자 배치와 구조 계획을 검토했는가?","작업 방법·설비 확인표
방호·개선 사진","추락·비계·작업발판 규정 매핑 대기. 수치 기준 미확정.","https://www.law.go.kr/법령/산업안전보건기준에관한규칙","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.","산업안전보건기준에 관한 규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-028","작업·점검","밀폐공간 출입·측정·환기·구조","시설관리·유지보수·청소·경비 · 건설·철거·설치 · 수도·하수·폐기물·재생 · 제조·가공 · 전기·가스·열 공급 · 농업·임업·어업","밀폐공간","인원만으로 제외하지 않음","공간의 명칭이 아닌 구조·공기 상태·작업과 밀폐공간 대상 정의 확인.","공간 목록·출입 절차·측정·환기·감시를 검토했는가?
비상 연락과 구조 장비·훈련을 확인했는가?","작업 프로그램·출입 기록
실측·장비·훈련 기록","밀폐공간 관련 정의·보건작업 프로그램 조사. 측정값 생성 금지.","https://www.law.go.kr/법령/산업안전보건기준에관한규칙","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.","산업안전보건기준에 관한 규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-029","작업·점검","기계 방호·비상정지·회전체","제조·가공 · 음식점·급식 · 수도·하수·폐기물·재생 · 농업·임업·어업 · 수리·세탁·개인서비스 · 광업·채석","기계·정비","인원만으로 제외하지 않음","기계 종류·위험부·사용·청소·막힘 제거 작업 확인.","방호장치·덮개·인터록의 상태와 임의 해체를 확인했는가?
비상정지와 안전한 접근·작업 방법을 확인했는가?","기계별 확인표
결함·보수 기록","기계 종류별 방호·작업 규정 조사. 자체 점검 질문.","https://www.law.go.kr/법령/산업안전보건기준에관한규칙","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.","산업안전보건기준에 관한 규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-030","작업·점검","정비·청소 시 에너지 차단","시설관리·유지보수·청소·경비 · 제조·가공 · 수도·하수·폐기물·재생 · 전기·가스·열 공급 · 수리·세탁·개인서비스","기계·정비 · 전기","인원만으로 제외하지 않음","전기·압력·열·중력·잔류 에너지와 재기동 가능성 확인.","정지·차단·잠금·표지 및 잔류 에너지 처리를 검토했는가?
작업자 확인 후 복구하는 절차가 있는가?","정비 작업 절차
차단·복구 확인 기록","정비 중 운전정지 등 작업별 조항 매핑 대기","https://www.law.go.kr/법령/산업안전보건기준에관한규칙","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.","산업안전보건기준에 관한 규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-031","작업·점검","지게차·차량·하역·보행자 분리","운수·창고·배달 · 제조·가공 · 도소매·편의점 · 건설·철거·설치 · 수도·하수·폐기물·재생 · 농업·임업·어업","차량·하역","인원만으로 제외하지 않음","장비 종류·운행 장소·하역 방법·운전자 자격 확인.","차량과 보행자 동선·접촉 위험·유도 방법을 확인했는가?
적재·시야·장비 상태·작업계획을 검토했는가?","운행·작업계획
장비·자격 확인자료","차량계 하역운반기계·작업계획 관련 규정 조사","https://www.law.go.kr/법령/산업안전보건기준에관한규칙","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.","산업안전보건기준에 관한 규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-032","작업·점검","크레인·호이스트·줄걸이","제조·가공 · 건설·철거·설치 · 운수·창고·배달 · 전기·가스·열 공급 · 광업·채석","기계·정비 · 중량물·반복작업","인원만으로 제외하지 않음","양중기 종류·능력·매다는 물체·검사·작업자 요건 확인.","인양 경로·출입 통제·신호 체계를 확인했는가?
줄걸이 용구·하중·장비 결함을 확인했는가?","인양 작업계획
용구·장비 점검자료","양중기·달기구 작업 규정 조사. 허용하중 미확정.","https://www.law.go.kr/법령/산업안전보건기준에관한규칙","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.","산업안전보건기준에 관한 규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-033","작업·점검","용접·절단·화기작업","시설관리·유지보수·청소·경비 · 건설·철거·설치 · 제조·가공 · 전기·가스·열 공급 · 수리·세탁·개인서비스","화기·가스","인원만으로 제외하지 않음","가연물·가스·분진·밀폐공간·인접 작업 여부 확인.","화재·폭발 위험과 불티 비산 범위를 확인했는가?
감시·소화·환기·작업 전후 확인을 검토했는가?","화기작업 확인 기록
주변 정리·방호 사진","화재·폭발·용접 작업 규정 조사. 허가서 보편 의무로 단정 금지.","https://www.law.go.kr/법령/산업안전보건기준에관한규칙
https://www.law.go.kr/법령/화재의예방및안전관리에관한법률","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302
https://www.law.go.kr/LSW/lsInfoP.do?chrClsCd=010202&lsId=014189&lsiSeq=253511&urlMode=lsInfoP","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.
화재의 예방 및 안전관리에 관한 법률: 발췌 확인 · 법령명·안전관리 관련 발췌 확인. 대상물 등급·선임·교육·훈련의 현행 조건 대조 대기.","산업안전보건기준에 관한 규칙: 2026-09-15
화재의 예방 및 안전관리에 관한 법률: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-034","작업·점검","전기작업·누전·임시전원","시설관리·유지보수·청소·경비 · 건설·철거·설치 · 제조·가공 · 전기·가스·열 공급 · 수리·세탁·개인서비스","전기","인원만으로 제외하지 않음","전압·충전 여부·작업자 자격·습윤 장소·이동형 설비 확인.","충전부 접근·차단·검전·감전 방지 방법을 확인했는가?
전선·접지·누전 보호·임시 배선 상태를 확인했는가?","전기작업 확인표
설비 검사·보수 기록","전기작업 안전조치·설비 법령 구분 조사","https://www.law.go.kr/법령/산업안전보건기준에관한규칙
https://www.law.go.kr/법령/전기안전관리법","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=272917","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.
전기안전관리법: 발췌 확인 · 제22조 선임과 검사 관련 발췌 확인. 설비 분류·용량·예외·교육·주기의 현행 원문 대조 대기.","산업안전보건기준에 관한 규칙: 2026-09-15
전기안전관리법: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-035","작업·점검","조리·튀김·절단·후드·세척","음식점·급식 · 숙박·목욕 · 교육·연구 · 보건·돌봄·사회복지 · 도소매·편의점","화기·가스 · 화학물질","인원만으로 제외하지 않음","조리 작업·열원·칼/절단기·후드·세척제 사용 확인.","화상·베임·미끄러짐·가스·후드 화재 위험을 확인했는가?
세척제 혼합·환기·보호구와 조리 동선을 검토했는가?","조리실 점검 기록
세척·보수·개선 기록","현장 위험성평가용 자체 점검 질문. 개별 법정 기준 매핑 대기.","https://www.law.go.kr/법령/산업안전보건기준에관한규칙
https://www.law.go.kr/법령/식품위생법","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302
https://law.go.kr/LSW/lsLawLinkInfo.do?chrClsCd=010202&lsJoLnkSeq=1017622531","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.
식품위생법: 발췌 확인 · 제41조 교육 관련 발췌 확인. 영업종류·교육 대상·건강진단·주기의 현행 원문 대조 대기.","산업안전보건기준에 관한 규칙: 2026-09-15
식품위생법: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-036","작업·점검","진열·적재·상하차·냉장고","도소매·편의점 · 운수·창고·배달 · 음식점·급식 · 숙박·목욕","중량물·반복작업 · 차량·하역","인원만으로 제외하지 않음","적재 높이·선반·상하차·저온창고·작업자 이동 확인.","낙하·붕괴·끼임·무리한 들기 위험을 확인했는가?
냉장·냉동 공간 갇힘과 내부 연락 수단을 검토했는가?","위치별 확인 사진
적재·설비 개선 기록","작업장·적재·저온 작업 관련 규정 매핑 대기","https://www.law.go.kr/법령/산업안전보건기준에관한규칙","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.","산업안전보건기준에 관한 규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-037","작업·점검","위험기계 안전인증·안전검사","전 업종 공통 검토 후보","기계·정비 · 차량·하역","인원만으로 제외하지 않음","대상 기계 종류·규격·설치일·이전·변경·면제 조건 확인.","인증·자율안전확인·안전검사의 대상을 구분했는가?
검사 결과·사용중지·결함 개선과 다음 기준일을 확인했는가?","기계대장·인증자료
검사 결과·보수 기록","안전인증·안전검사 조항·대상표 조사. 주기 미확정.","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/산업안전보건법시행령
https://www.law.go.kr/법령/산업안전보건법시행규칙","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288347&efYd=20260801
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288431&efYd=20260801","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
산업안전보건법 시행령: 서지 확인 · 2026-08-01 시행본 서지 확인. 선임·교육 적용 제외·별표 전체는 본문 대조 대기.
산업안전보건법 시행규칙: 서지 확인 · 2026-08-01 시행본 서지 확인. 별표 4·5의 현행 교육시간·내용과 예외는 대조 대기.","산업안전보건법: 2026-09-15
산업안전보건법 시행령: 2026-09-15
산업안전보건법 시행규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-038","보건·건강","폭염·한파·옥외작업","건설·철거·설치 · 시설관리·유지보수·청소·경비 · 운수·창고·배달 · 농업·임업·어업 · 수도·하수·폐기물·재생 · 전기·가스·열 공급 · 광업·채석","폭염·한파","인원만으로 제외하지 않음","작업 장소·열원·날씨·노출시간·취약 작업자 확인.","휴식·물·냉난방·작업시간 조정과 건강 상태를 확인했는가?
증상 발생 시 작업중지·연락·대응 절차가 있는가?","현장 환경·조치 기록
작업자 안내·확인 기록","현행 폭염·한파 조항 조사. 온도·휴식시간 법정 수치 미확정.","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/산업안전보건기준에관한규칙","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.","산업안전보건법: 2026-09-15
산업안전보건기준에 관한 규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-039","보건·건강","MSDS·경고표지·보관·환기","전 업종 공통 검토 후보","화학물질","인원만으로 제외하지 않음","현장 물질·용기·노출 경로·보관 방식 확인.","물질별 자료와 소분 용기의 표시를 확인했는가?
혼합 금지·보관·환기·보호구를 위험에 맞게 검토했는가?","물질·자료 목록
보관·표지·환기 확인 기록","MSDS·표시·유해물질 관련 조문 대조 대기","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/산업안전보건기준에관한규칙","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.","산업안전보건법: 2026-09-15
산업안전보건기준에 관한 규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-040","보건·건강","작업환경측정·노출 개선","전 업종 공통 검토 후보","화학물질 · 기계·정비","인원만으로 제외하지 않음","대상 유해인자·공정·노출·측정 제외·변경 사항 확인.","측정 대상과 대표 작업·대상자를 확인했는가?
결과 알림·초과 조치·후속 측정을 검토했는가?","공정·유해인자 목록
측정·개선 자료","법 제125조·대상 유해인자·주기 관련 별표 조사","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/산업안전보건법시행규칙","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288431&efYd=20260801","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
산업안전보건법 시행규칙: 서지 확인 · 2026-08-01 시행본 서지 확인. 별표 4·5의 현행 교육시간·내용과 예외는 대조 대기.","산업안전보건법: 2026-09-15
산업안전보건법 시행규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-041","보건·건강","일반·특수·배치전 건강진단","전 업종 공통 검토 후보","화학물질 · 야간근무 · 기계·정비","인원만으로 제외하지 않음","사무/비사무·유해인자·야간작업·배치와 진단별 대상 확인.","대상·시점·대체 인정 조건을 진단 종류별로 확인했는가?
사후조치와 건강자료 열람권한을 분리했는가?","최소정보 대상·수검 관리표
권한을 제한한 사후조치 기록","법 제129~132조·야간작업 등 대상·주기 조사. 민감 원문 공개 금지.","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/산업안전보건법시행규칙","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288431&efYd=20260801","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
산업안전보건법 시행규칙: 서지 확인 · 2026-08-01 시행본 서지 확인. 별표 4·5의 현행 교육시간·내용과 예외는 대조 대기.","산업안전보건법: 2026-09-15
산업안전보건법 시행규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-042","보건·건강","근골격계부담·중량물·반복작업","전 업종 공통 검토 후보","중량물·반복작업","인원만으로 제외하지 않음","작업 자세·빈도·하중·지속시간과 고시상 부담작업 해당 여부 확인.","현장 관찰과 작업자 의견으로 부담을 확인했는가?
보조기구·작업방법·개선 효과를 확인했는가?","유해요인 조사 자료
개선·작업자 의견 기록","근골격계부담작업·유해요인조사 관련 조항·고시 조사","https://www.law.go.kr/법령/산업안전보건기준에관한규칙
https://www.law.go.kr/행정규칙/사업장위험성평가에관한지침","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302
https://www.law.go.kr/LSW/admRulInfoP.do?admRulSeq=2100000251014&chrClsCd=010202&lsId=2052906","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.
사업장 위험성평가에 관한 지침: 발췌 확인 · 평가 방법·기록 관련 발췌 확인. 현행 시행본·최초/정기/수시/상시평가 조건 대조 대기.","산업안전보건기준에 관한 규칙: 2026-09-15
사업장 위험성평가에 관한 지침: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-043","보건·건강","소음·분진·진동·보호구","제조·가공 · 건설·철거·설치 · 광업·채석 · 수도·하수·폐기물·재생 · 농업·임업·어업 · 전기·가스·열 공급","기계·정비 · 화학물질","인원만으로 제외하지 않음","발생원·노출·측정·보호구 적합성 확인.","발생 억제·밀폐·환기·격리 방법을 검토했는가?
보호구 선정·착용·교체·교육을 확인했는가?","유해요인·설비 점검 기록
보호구 지급·교육자료","소음·분진·진동 및 보호구 관련 조항 매핑 대기","https://www.law.go.kr/법령/산업안전보건기준에관한규칙","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.","산업안전보건기준에 관한 규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-044","보건·건강","고객응대·폭언·폭력 보호","도소매·편의점 · 음식점·급식 · 숙박·목욕 · 사무·IT·금융·전문서비스 · 보건·돌봄·사회복지 · 공공행정·공공서비스 · 수리·세탁·개인서비스","고객응대","인원만으로 제외하지 않음","대면·전화·온라인 고객응대와 피해 상황을 확인.","안내·대응 절차·보호 조치를 작업자가 알고 있는가?
피해 발생 시 업무중단·지원·불이익 방지 절차를 확인했는가?","응대 절차·교육자료
개인정보를 줄인 조치 기록","법 제41조 및 관련 하위 규정 조사","https://www.law.go.kr/법령/산업안전보건법","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.","산업안전보건법: 2026-09-15","적용 여부·전문 검토 대기","","",""
